65~69歲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
女,3,7419,5,170834,10,260779,0,0,0,0,12,1057781,0,0,0,0,1,44677,0,0,0,0,4,1866,0,0,2,115531,1,0,4,240631,5,156717,11,1192340,2,458321,1,546326,13,803575,0,0,0,0,1,2789,0,0,1,10665,1,9216,0,0,2,100049,1,338105,5,610421,9,527588,8,346875,3,131982,1,43643,11,1320048,0,0,1,229965,1,0,0,0,1,0,3,17966,1,0,3,124325,1,23739,6,114187,6,231149,5,339928,1,14099,2,104974,10,413887,0,0,0,0,1,359,0,0,0,282397,3,296207,0,1293,0,0,0,400,6,460353,5,696382,4,200071,1,17420,1,22024,8,856306,0,0,0,0,0,1249,0,0,2,1048390,3,136501,1,21596,1,0,0,0,5,662441,9,300245,6,147670,2,141228,1,36255,10,1990147,0,0,1,69925,1,2350,0,0,4,1238482,1,10427,2,29708,1,0,0,0,3,940752,5,485162,7,393099,0,1180,2,651524,17,1142776,0,0,1,876105,2,2256,0,0,4,2078072,0,36645,3,85880,1,0,0,1792
70~74歲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
女,6,740074,3,323953,12,203293,0,0,0,0,12,541146,1,1902,0,0,0,0,0,0,1,75925,9,243589,0,0,0,109255,0,0,4,511531,5,234374,11,567965,0,0,1,0,11,864450,0,0,0,0,0,0,0,0,2,169501,6,46049,1,548021,2,375153,1,0,2,834184,6,771731,13,314649,0,0,0,0,9,979269,0,0,0,0,0,0,0,0,1,25721,5,57214,0,0,3,15777,2,206822,3,595574,7,480076,14,446969,0,0,0,1850,7,1104920,0,0,0,0,0,0,0,0,1,214746,2,11959,0,0,2,87814,3,285269,4,1063784,8,538002,12,572090,0,0,1,26361,10,1841689,0,0,1,0,1,0,0,0,1,472176,3,322320,0,0,2,120254,2,264361,6,471159,10,1245697,11,319209,2,79765,1,499510,13,1327241,1,0,0,0,2,0,0,0,1,479381,2,227314,0,0,1,66468,2,20934,5,120851,12,686627,10,626095,2,14646,1,254935,12,568808,0,0,0,0,1,204378,0,0,1,455840,3,166353,0,0,1,3812,2,20005
75~79歲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
女,1,20660,3,147727,8,784008,3,28597,0,0,5,49502,1,147867,2,94421,4,471935,0,0,0,172147,2,2237,2,13176,2,951,2,77587,4,545569,4,115972,11,421918,1,6837,1,8228,3,7464,0,0,0,0,3,79017,0,0,1,226730,1,310,2,87692,2,3497,0,0,8,685448,4,160375,10,1135093,0,0,2,16205,5,34081,0,0,0,0,0,0,0,0,1,262167,2,12131,3,84622,1,6210,1,3176,3,634759,4,258693,11,441527,0,0,0,0,10,185872,1,0,0,0,0,0,0,0,1,237910,6,178001,1,0,2,130503,0,0,1,506136,6,93416,8,88779,0,0,1,353675,11,451778,0,0,0,0,0,0,0,0,1,234623,4,5149,0,0,4,15463,0,0,4,1163575,10,158345,12,888286,0,0,2,60716,12,449054,0,0,0,0,1,598377,0,0,1,335712,5,1854,0,0,5,623278,0,0,4,1156690,7,643887,12,820313,2,643785,1,356290,12,196759,0,0,0,0,1,16067,0,0,1,282801,5,1294,0,0,4,114450,0,7993
80~84歲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
女,8,1190168,6,325194,7,307375,2,6139,0,0,1,140249,0,0,1,130648,0,0,0,0,0,0,7,222219,0,0,0,0,0,28940,5,1263965,5,359571,8,353083,1,0,1,42427,4,62404,0,0,0,0,0,12567,0,0,0,0,6,28312,0,0,1,5517,2,306947,5,160864,9,384534,7,136605,3,7944,2,372089,6,61180,0,0,0,0,3,635724,0,0,0,0,2,4194,0,0,0,0,0,0,5,452290,5,159315,6,152078,1,6836,0,0,5,32066,0,0,1,260711,1,9447,0,0,0,0,4,8947,0,0,2,9645,0,0,2,43597,6,196957,5,710315,2,12218,0,0,7,21293,1,540,0,0,1,8569,0,0,0,0,2,289432,1,0,1,17463,0,0,4,189348,11,380526,11,886075,2,6302,0,0,7,1125396,0,0,0,0,1,8379,0,0,1,144976,1,49029,1,0,3,276913,1,159660,3,58619,10,678557,7,541964,1,267,0,9882,6,278375,0,0,0,0,2,391377,0,0,1,232639,1,1286,1,0,4,496294,0,0
85歲以上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
女,2,230140,1,30477,8,560781,1,0,0,0,2,228776,0,0,0,0,0,0,0,0,0,0,0,0,1,2149,2,21778,0,0,5,21930,3,69946,8,303470,0,0,0,0,1,63589,0,0,1,6378,0,0,0,0,1,82262,0,0,0,0,0,0,0,0,1,3741,3,43702,9,192506,0,0,1,1723,1,16156,0,0,1,62545,0,0,0,0,0,0,2,1354,0,0,0,0,0,0,2,100030,1,27331,10,107254,0,0,1,0,1,63637,0,0,0,0,1,0,0,0,0,0,2,92846,0,0,0,0,0,0,5,504273,2,33778,8,31431,1,0,1,0,1,9874,0,0,0,0,1,33649,0,0,0,0,2,240677,0,0,1,0,0,0,4,638745,6,129914,13,864318,2,260145,0,0,1,8269,0,0,0,0,1,73659,0,0,1,63169,3,14064,0,0,0,0,0,0,7,1097571,6,157641,7,501817,4,314584,0,0,2,0,0,0,0,0,0,1528881,0,0,0,0,3,16857,0,0,0,0,0,0
嘉義縣民雄鄉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65~69歲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
女,7,1155561,6,384271,12,693022,1,588526,0,0,15,324039,1,0,1,0,0,0,0,0,1,612401,15,168366,1,9574,1,0,2,447483,14,1065142,8,436559,15,816378,3,365784,0,0,21,1177469,0,0,1,633582,0,0,0,0,1,835569,9,103192,2,3201,0,222,1,127721,14,1843317,8,201157,11,966094,4,1001957,1,2263,19,892840,0,0,1,358696,1,2281,0,0,1,924757,8,174808,0,0,0,1903,3,84100,2,1501667,3,19284,11,497021,4,354774,1,1028,19,653889,1,153487,1,212223,3,233766,0,0,1,502418,7,68259,0,0,1,68379,3,248944,5,719075,3,98406,13,360209,2,35596,0,0,20,1554145,1,0,1,1867,2,74489,0,0,0,0,4,45367,0,0,2,128988,3,40808,5,735820,9,534430,11,553416,4,67889,0,0,17,598532,1,0,1,234568,6,1041270,0,0,0,0,7,69497,2,473165,3,36237,4,351468,9,1990297,9,440475,11,276179,2,23751,2,435641,15,1446429,1,0,2,7807,4,172848,0,0,1,209798,5,350319,2,45844,3,225112,4,32991
70~74歲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
女,8,235895,7,1215362,14,432378,1,36607,0,0,12,319451,0,0,1,20649,1,543822,0,0,0,0,7,24826,2,27938,4,93615,1,3423,9,1050158,9,329451,15,530227,1,23875,1,433293,16,783276,0,0,1,1244,1,32212,0,0,1,23761,9,51302,2,46802,3,270110,2,6057,14,1278006,8,359964,20,1332196,2,16551,1,91139,12,996241,0,0,1,1344,1,252290,0,0,0,229930,12,426521,1,11421,4,173765,1,318567,7,214928,13,1185028,19,1201126,0,14685,0,0,10,1327595,0,0,1,6886,1,222008,0,0,0,399317,14,783746,1,820,3,46405,2,20164,10,1183314,10,674750,21,1163815,2,36990,0,0,14,1388804,0,0,0,0,2,237056,0,0,1,848043,11,489668,0,0,3,25184,0,0,13,2067352,14,1145732,18,1471346,1,6913,0,0,20,2173957,1,4486,0,0,3,110063,0,0,1,495287,9,117649,0,0,2,407521,1,38599,9,2925424,13,805670,17,1086194,2,18915,2,268461,22,2002196,1,0,1,346277,7,979619,0,0,2,909550,7,68184,0,0,0,0,2,389067
75~79歲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
女,8,946764,9,747337,17,916389,5,385496,0,0,6,500101,0,0,2,970045,0,0,0,0,2,50050,6,22475,1,10719,2,135370,1,67465,16,763052,8,373072,14,1031741,5,108257,1,138021,4,692370,0,0,1,42081,2,188885,0,0,2,11275,5,192259,2,27286,3,22407,2,4376,15,1740472,10,945615,16,294878,4,55040,1,13430,7,509988,0,0,1,0,1,67256,0,0,2,61508,7,10306,1,41711,4,22279,0,0,8,1094015,6,175188,13,513356,3,84997,0,0,7,103512,0,0,0,0,4,270670,0,0,1,7485,4,235778,1,36162,2,79729,1,1876,8,723357,6,109231,14,458554,3,81800,0,0,8,83331,0,0,0,0,1,81772,0,0,2,773230,3,117887,1,27450,4,100573,2,0,12,540040,12,1479746,16,645191,2,20428,1,77174,9,287057,0,0,0,0,3,73759,0,0,1,785492,4,19208,2,18053,3,59965,1,0,11,1807183,14,1251091,19,1415721,3,124078,1,4160,12,835499,0,0,2,81249,3,889999,0,0,1,1133740,11,566817,1,1462,7,81966,1,0
80~84歲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
女,8,178030,0,26907,9,257776,4,57476,0,0,4,203497,0,0,1,0,1,104779,0,0,0,0,5,306069,0,0,2,186977,0,0,6,157518,3,51055,8,58591,3,124456,0,0,6,810292,0,0,1,118700,1,56018,0,0,0,0,3,37965,0,13021,6,487535,0,0,5,189280,5,109311,7,185430,3,26767,1,34777,5,303328,0,0,1,311961,2,173250,0,0,0,0,3,202050,1,0,5,978024,0,0,3,139975,4,248823,7,521460,3,14140,3,136023,4,49177,0,0,1,7756,1,218112,0,0,0,0,3,46261,0,0,5,15199,0,0,6,1106128,4,316414,12,886426,5,255486,2,63926,3,12321,0,0,0,0,1,500497,0,0,0,0,3,36880,0,0,5,18469,0,0,10,2008850,6,724589,19,871664,5,244610,2,29675,3,1574,0,0,1,11259,1,566396,0,0,1,6868,3,26769,0,0,5,10846,1,0,8,1246873,10,1329649,21,357549,7,124539,2,4617,3,65199,0,0,0,0,2,950987,0,0,1,11742,2,14551,1,2932,3,0,1,0
85歲以上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
女,10,512768,1,11487,7,417138,0,0,0,0,2,35180,0,0,1,51748,1,0,0,0,1,201754,3,68219,0,0,3,15545,0,0,12,419119,1,23807,10,303119,2,2365,0,0,1,16701,0,0,1,73774,0,0,0,0,1,162808,0,0,0,0,1,57291,0,0,9,241620,2,88040,7,240959,2,222832,0,0,1,5782,0,0,0,0,0,32819,0,0,0,0,2,694,0,0,4,392421,0,0,4,368606,3,37595,7,943952,1,0,0,0,1,14569,0,0,0,0,1,7066,0,0,0,0,1,380217,0,0,1,4301,0,0,1,1279,3,139752,3,169395,0,0,0,0,2,76781,0,0,0,0,2,16004,0,0,0,0,1,143678,0,0,1,938,0,0,2,96128,5,1012347,6,698625,0,7180,1,273,4,78859,0,0,0,0,2,19034,0,0,0,0,3,185428,0,0,1,1193,0,0,1,304267,4,472398,11,295299,1,5462,0,0,4,67290,0,0,2,96949,1,21600,0,0,1,0,3,250381,0,0,2,3028,0,0
嘉義縣溪口鄉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65~69歲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
女,3,299983,7,604431,2,289964,1,822303,0,0,2,4547,0,0,0,0,0,0,0,0,0,0,2,273983,0,0,0,0,0,0,5,699065,7,486661,1,154877,0,0,0,0,2,792927,0,0,0,0,1,1040,0,0,0,0,1,3237,0,0,0,0,0,0,8,1369502,6,113341,1,92878,0,0,0,0,5,674795,0,0,0,0,1,1130,0,0,0,0,0,0,0,0,0,0,1,20647,6,1181912,4,156841,1,116994,0,0,0,0,4,712190,0,0,0,0,1,537688,0,0,0,0,0,0,0,4868,0,0,1,17501,6,939113,7,398602,2,67774,0,0,0,0,4,1121538,0,0,0,0,1,862158,0,0,0,0,0,0,1,4279,3,194780,1,20579,6,1017571,8,858833,2,162215,0,0,0,0,7,1963003,0,0,1,520330,2,360000,0,0,0,0,0,0,1,5011,3,371570,1,1473,4,739101,6,112728,4,827961,1,0,0,0,7,1048959,0,0,0,0,2,336560,0,0,0,0,1,6709,1,5663,2,33433,1,1718
70~74歲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
女,2,62491,3,17256,4,60971,2,225697,1,0,5,271666,0,0,0,0,1,0,0,0,0,0,1,73237,0,0,1,64515,2,24573,3,220142,2,62250,5,241242,3,150360,0,0,5,198404,0,0,0,0,1,6374,0,0,2,478396,2,394769,0,0,2,155969,1,44048,4,966974,6,155643,1,94208,3,22405,1,29039,4,97544,0,0,0,0,0,0,0,0,2,19543,1,11882,0,0,2,452006,0,1684,2,1070020,6,203212,1,677,2,9108,0,0,5,127110,0,0,0,0,0,0,0,0,1,23780,2,11228,0,0,1,45101,0,0,4,795052,3,61933,1,4960,1,10301,0,0,4,150296,0,0,0,0,0,646,0,0,1,10787,2,12125,0,0,1,25159,0,0,3,503712,6,539652,4,294435,1,425083,0,0,5,30566,0,0,0,14935,0,0,0,0,1,8286,3,261194,0,0,0,36029,0,0,6,843416,7,591868,6,84119,2,365827,0,0,4,25261,0,0,2,371412,2,0,0,0,0,1150,1,1392,0,0,1,206237,0,0
75~79歲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
女,7,551951,6,539471,5,443887,2,16063,0,0,1,8709,0,0,1,118891,2,172772,0,0,0,0,3,47599,2,113021,6,389147,2,0,7,261607,5,313603,4,69379,3,142897,0,0,1,55778,0,0,0,0,1,62003,0,0,0,0,3,39200,0,0,1,92324,1,622,4,173044,4,563135,7,270415,5,38207,1,222,3,289161,0,0,0,0,1,36428,0,0,1,54285,4,348207,0,0,2,254178,2,1981,3,317651,0,0,6,56242,2,18047,0,0,2,404495,0,0,0,0,2,129963,0,0,1,10437,3,102610,0,0,1,424707,1,272354,5,870500,1,50283,10,691900,3,12243,0,0,4,115351,0,0,0,0,2,80273,0,0,1,0,0,0,0,0,0,0,0,0,4,547963,3,319679,8,783298,3,33070,0,0,3,135003,0,0,1,716065,0,0,0,0,1,0,3,1897,0,0,0,0,0,0,3,787191,5,216217,6,149095,1,0,0,0,4,58214,0,0,1,0,0,0,0,0,2,22735,2,321221,0,0,2,77597,0,0
80~84歲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
女,3,160497,3,475607,5,37039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37058,0,0,4,287099,3,34634,5,1439803,0,0,2,349387,0,0,0,0,0,0,0,0,0,0,0,0,2,4132,0,0,2,112010,0,0,1,2471,2,30139,3,233592,0,0,1,466,0,0,1,0,0,0,0,0,0,0,0,0,1,29280,0,0,1,47657,1,0,0,0,2,45143,2,6740,0,0,2,7100,0,0,0,0,0,0,0,0,0,0,0,0,3,31336,0,0,3,44906,0,0,0,86279,2,179623,5,233125,0,0,0,0,1,3200,0,0,1,282677,0,1253689,0,0,0,0,2,25219,0,0,2,61716,0,0,6,791460,1,16578,6,196740,1,2160,1,606,1,3176,0,0,2,274592,5,1116441,0,0,0,0,2,17504,0,0,4,183648,0,0,3,567619,2,6962,9,475132,4,19629,0,0,0,210344,0,0,1,60848,3,239133,0,0,0,0,2,20485,0,0,2,117609,0,0
85歲以上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
女,1,152377,0,0,2,163251,0,0,0,0,1,3531,0,0,1,0,0,0,0,0,0,0,3,63817,0,0,0,17681,0,0,2,871,0,0,1,0,0,0,1,434456,2,49365,0,0,0,0,0,0,0,0,0,0,2,17910,0,0,0,0,0,0,2,6471,0,0,1,231337,1,185585,2,303994,1,62463,0,0,1,103420,0,0,0,0,0,0,1,10554,0,0,1,73133,0,0,0,0,1,13597,0,0,0,0,0,0,2,58190,0,0,0,0,0,0,0,0,0,0,1,15769,2,290283,1,83617,1,0,2,0,2,62474,1,88130,1,0,0,0,1,49744,0,0,0,0,0,0,0,0,0,0,1,6520,2,118060,1,342,0,0,1,240298,3,81546,0,0,0,0,0,0,1,17720,0,0,0,0,0,0,0,0,0,0,0,0,2,255331,2,260231,0,0,3,627708,3,154845,1,10126,0,0,1,0,1,11376,0,0,0,0,1,127086,0,0,1,13313,1,1876,2,167973,4,449884,0,0
嘉義縣新港鄉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65~69歲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
女,6,439709,11,1413710,14,281743,3,115182,0,0,12,858996,0,0,2,421569,0,6240,0,0,0,0,10,31746,0,0,2,4825,2,9278,4,593758,10,1508041,17,338027,2,227912,1,801,8,323500,0,0,1,8649,1,17015,0,0,0,0,6,76952,0,0,0,0,5,390722,5,809988,9,635635,10,291240,2,15451,0,0,9,415910,0,0,1,8835,2,71557,0,0,1,81104,4,40315,1,58749,0,36464,3,68976,3,540966,10,478185,15,934008,2,6926,0,0,9,351968,0,0,0,0,3,91467,0,0,0,0,2,7019,0,0,1,151939,2,13816,4,927534,10,425458,15,524845,3,13119,0,0,10,1058775,1,867,0,0,4,72898,0,0,0,0,3,8528,0,0,1,236257,1,667,9,927313,10,500759,12,474307,3,22788,0,0,16,1060039,0,0,0,0,4,51314,0,0,0,0,4,451782,0,0,1,313637,1,0,4,1283612,6,183126,11,339582,4,42093,0,0,14,751802,0,0,0,0,3,478459,0,0,0,0,4,167831,1,229983,1,236197,1,2057
70~74歲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
女,6,549105,8,486802,13,1067085,2,28940,0,0,3,198585,1,12438,1,0,1,13984,0,0,0,0,4,36346,1,21657,3,65435,0,2181,5,629771,12,479373,11,433748,2,38069,0,0,6,104693,1,9325,2,387829,3,499328,0,0,0,0,4,55803,1,14834,5,174237,1,143464,8,453401,12,569310,13,647134,3,127210,0,0,7,61905,0,0,1,286306,4,223384,0,0,0,0,5,22937,1,58633,4,137176,2,150943,3,438202,10,700541,10,291647,3,10965,1,124088,8,105768,0,0,1,0,3,72817,0,0,0,0,4,3957,1,32259,2,39178,2,30684,4,319952,8,785569,5,628945,4,15340,1,396347,6,87366,0,0,0,0,2,715954,0,0,0,0,4,3916,1,27206,3,32982,3,393899,4,583680,11,973944,13,433640,3,12722,1,40230,7,239876,0,0,0,0,3,1649889,0,0,0,0,1,1497,3,13550,3,11376,6,473567,8,845243,9,355622,17,440592,3,23808,2,83112,6,807306,0,0,0,0,4,1539541,0,0,0,0,2,7309,2,14562,1,3843,3,189668
75~79歲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
女,5,564033,3,459556,13,895559,0,3806,0,0,5,98494,0,0,0,0,1,5599,0,0,1,97866,7,107253,0,0,1,33918,0,0,6,818803,3,216835,15,739120,2,40141,0,0,6,56617,0,1953,1,0,3,156272,0,0,0,0,8,72831,0,0,1,62473,0,0,7,757806,9,340758,18,668934,2,25206,1,284364,5,53582,3,273485,1,0,2,213046,0,0,0,0,5,66675,1,378991,3,152693,0,0,4,349276,6,233734,17,1056016,2,19516,1,33196,4,78713,2,10180,0,0,1,51253,0,0,0,0,4,11464,0,0,3,102836,0,0,4,1281091,7,273357,21,1233801,3,210726,1,84697,3,31218,1,11852,0,0,1,48811,0,0,0,0,2,5233,0,0,3,519025,0,0,6,1693303,12,835955,22,846995,4,146834,1,6966,3,62397,1,13840,0,0,4,319478,0,0,0,0,3,2263,0,0,5,441760,0,1067,7,1277253,14,793186,16,915104,5,11634,1,20653,5,75695,1,5139,1,0,4,229738,0,0,0,0,1,683,0,0,7,665647,2,2938
80~84歲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
