城市,年齡,年份,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,年份,,人數,費用,,人數,費用,,人數,費用,,人數,費用,,人數,費用,,人數,費用,,人數,費用,,人數,費用,,人數,費用,,人數,費用,,人數,費用,,人數,費用,,人數,費用,,人數,費用,,人數,費用
嘉義縣溪口鄉,75~79歲,2009,氣管、支氣管和肺癌,7,261607,肝和肝內膽管癌,5,313603,結腸、直腸和肛門癌,4,69379,胃癌,3,142897,口腔癌,0,0,女性乳癌,1,55778,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,1,62003,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,3,39200,鼻咽癌,0,0,膀胱癌,1,92324,卵巢癌,1,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣溪口鄉,80~84歲,2009,氣管、支氣管和肺癌,4,287099,肝和肝內膽管癌,3,34634,結腸、直腸和肛門癌,5,1439803,胃癌,0,0,口腔癌,2,349387,女性乳癌,0,0,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,2,4132,鼻咽癌,0,0,膀胱癌,2,112010,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣溪口鄉,85歲以上,2009,氣管、支氣管和肺癌,2,871,肝和肝內膽管癌,0,0,結腸、直腸和肛門癌,1,0,胃癌,0,0,口腔癌,1,434456,女性乳癌,2,49365,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,2,17910,鼻咽癌,0,0,膀胱癌,0,0,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣溪口鄉,,2009,氣管、支氣管和肺癌,,,肝和肝內膽管癌,,,結腸、直腸和肛門癌,,,胃癌,,,口腔癌,,,女性乳癌,,,食道癌,,,胰臟癌,,,非何杰金氏淋巴瘤,,,前列腺(攝護腺)癌,,,白血病,,,子宮頸及部位未明示子宮癌,,,鼻咽癌,,,膀胱癌,,,卵巢癌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣新港鄉,65~69歲,2009,氣管、支氣管和肺癌,4,593758,肝和肝內膽管癌,10,1508041,結腸、直腸和肛門癌,17,338027,胃癌,2,227912,口腔癌,1,801,女性乳癌,8,323500,食道癌,0,0,胰臟癌,1,8649,非何杰金氏淋巴瘤,1,17015,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,6,76952,鼻咽癌,0,0,膀胱癌,0,0,卵巢癌,5,390722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣新港鄉,70~74歲,2009,氣管、支氣管和肺癌,5,629771,肝和肝內膽管癌,12,479373,結腸、直腸和肛門癌,11,433748,胃癌,2,38069,口腔癌,0,0,女性乳癌,6,104693,食道癌,1,9325,胰臟癌,2,387829,非何杰金氏淋巴瘤,3,499328,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,4,55803,鼻咽癌,1,14834,膀胱癌,5,174237,卵巢癌,1,143464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣新港鄉,75~79歲,2009,氣管、支氣管和肺癌,6,818803,肝和肝內膽管癌,3,216835,結腸、直腸和肛門癌,15,739120,胃癌,2,40141,口腔癌,0,0,女性乳癌,6,56617,食道癌,0,1953,胰臟癌,1,0,非何杰金氏淋巴瘤,3,156272,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,8,72831,鼻咽癌,0,0,膀胱癌,1,62473,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣新港鄉,80~84歲,2009,氣管、支氣管和肺癌,1,0,肝和肝內膽管癌,5,96127,結腸、直腸和肛門癌,9,710676,胃癌,1,71512,口腔癌,0,0,女性乳癌,3,86813,食道癌,0,0,胰臟癌,1,167372,非何杰金氏淋巴瘤,1,41862,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,4,65117,鼻咽癌,0,0,膀胱癌,1,4362,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣新港鄉,85歲以上,2009,氣管、支氣管和肺癌,4,585550,肝和肝內膽管癌,2,83124,結腸、直腸和肛門癌,3,149055,胃癌,2,14302,口腔癌,0,0,女性乳癌,0,0,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,2,6830,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,3,75129,鼻咽癌,0,0,膀胱癌,0,0,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣新港鄉,,2009,氣管、支氣管和肺癌,,,肝和肝內膽管癌,,,結腸、直腸和肛門癌,,,胃癌,,,口腔癌,,,女性乳癌,,,食道癌,,,胰臟癌,,,非何杰金氏淋巴瘤,,,前列腺(攝護腺)癌,,,白血病,,,子宮頸及部位未明示子宮癌,,,鼻咽癌,,,膀胱癌,,,卵巢癌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣六腳鄉,65~69歲,2009,氣管、支氣管和肺癌,3,395137,肝和肝內膽管癌,7,331426,結腸、直腸和肛門癌,13,620846,胃癌,5,52571,口腔癌,1,17227,女性乳癌,7,660172,食道癌,0,0,胰臟癌,1,2015,非何杰金氏淋巴瘤,3,6086,前列腺(攝護腺)癌,0,0,白血病,1,535968,子宮頸及部位未明示子宮癌,3,42443,鼻咽癌,2,24047,膀胱癌,2,16930,卵巢癌,1,29350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣六腳鄉,70~74歲,2009,氣管、支氣管和肺癌,8,1737854,肝和肝內膽管癌,5,232691,結腸、直腸和肛門癌,17,954851,胃癌,4,362491,口腔癌,1,1284,女性乳癌,4,106164,食道癌,1,18464,胰臟癌,0,0,非何杰金氏淋巴瘤,1,15330,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,6,413338,鼻咽癌,0,0,膀胱癌,4,181234,卵巢癌,0,773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣六腳鄉,75~79歲,2009,氣管、支氣管和肺癌,7,1502685,肝和肝內膽管癌,10,499508,結腸、直腸和肛門癌,13,559447,胃癌,3,301243,口腔癌,1,2158,女性乳癌,1,13670,食道癌,0,0,胰臟癌,1,0,非何杰金氏淋巴瘤,1,0,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,4,23647,鼻咽癌,1,0,膀胱癌,4,29950,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣六腳鄉,80~84歲,2009,氣管、支氣管和肺癌,5,182170,肝和肝內膽管癌,11,462185,結腸、直腸和肛門癌,17,2255139,胃癌,4,161562,口腔癌,1,10530,女性乳癌,0,0,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,1,114428,前列腺(攝護腺)癌,0,0,白血病,1,51850,子宮頸及部位未明示子宮癌,4,15758,鼻咽癌,0,0,膀胱癌,6,757877,卵巢癌,1,4158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣六腳鄉,85歲以上,2009,氣管、支氣管和肺癌,3,55517,肝和肝內膽管癌,5,103324,結腸、直腸和肛門癌,9,574256,胃癌,0,0,口腔癌,1,0,女性乳癌,0,0,食道癌,0,0,胰臟癌,1,9408,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,4,173669,鼻咽癌,0,0,膀胱癌,2,220338,卵巢癌,1,4719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣六腳鄉,,2009,氣管、支氣管和肺癌,,,肝和肝內膽管癌,,,結腸、直腸和肛門癌,,,胃癌,,,口腔癌,,,女性乳癌,,,食道癌,,,胰臟癌,,,非何杰金氏淋巴瘤,,,前列腺(攝護腺)癌,,,白血病,,,子宮頸及部位未明示子宮癌,,,鼻咽癌,,,膀胱癌,,,卵巢癌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣東石鄉,65~69歲,2009,氣管、支氣管和肺癌,5,934127,肝和肝內膽管癌,6,316881,結腸、直腸和肛門癌,18,292310,胃癌,0,0,口腔癌,1,1940,女性乳癌,3,144571,食道癌,0,0,胰臟癌,1,10220,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,1,102889,子宮頸及部位未明示子宮癌,2,11711,鼻咽癌,0,0,膀胱癌,1,171030,卵巢癌,1,18672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣東石鄉,70~74歲,2009,氣管、支氣管和肺癌,11,1855535,肝和肝內膽管癌,13,658556,結腸、直腸和肛門癌,15,1079383,胃癌,2,441236,口腔癌,0,0,女性乳癌,7,620974,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,5,1143432,前列腺(攝護腺)癌,0,0,白血病,1,28421,子宮頸及部位未明示子宮癌,4,29976,鼻咽癌,0,0,膀胱癌,4,434661,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣東石鄉,75~79歲,2009,氣管、支氣管和肺癌,10,769155,肝和肝內膽管癌,9,621356,結腸、直腸和肛門癌,14,967656,胃癌,6,449474,口腔癌,2,22131,女性乳癌,2,554909,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,3,175398,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,6,19534,鼻咽癌,0,0,膀胱癌,1,0,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣東石鄉,80~84歲,2009,氣管、支氣管和肺癌,3,807255,肝和肝內膽管癌,4,102119,結腸、直腸和肛門癌,8,976030,胃癌,1,4842,口腔癌,0,24446,女性乳癌,1,3831,食道癌,0,0,胰臟癌,1,85835,非何杰金氏淋巴瘤,2,238186,前列腺(攝護腺)癌,0,0,白血病,1,203826,子宮頸及部位未明示子宮癌,1,59423,鼻咽癌,0,0,膀胱癌,1,93681,卵巢癌,1,92514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣東石鄉,85歲以上,2009,氣管、支氣管和肺癌,4,119292,肝和肝內膽管癌,3,119423,結腸、直腸和肛門癌,4,206976,胃癌,2,1067,口腔癌,1,27112,女性乳癌,0,11905,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,1,554508,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,1,75278,鼻咽癌,0,0,膀胱癌,2,462807,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣東石鄉,,2009,氣管、支氣管和肺癌,,,肝和肝內膽管癌,,,結腸、直腸和肛門癌,,,胃癌,,,口腔癌,,,女性乳癌,,,食道癌,,,胰臟癌,,,非何杰金氏淋巴瘤,,,前列腺(攝護腺)癌,,,白血病,,,子宮頸及部位未明示子宮癌,,,鼻咽癌,,,膀胱癌,,,卵巢癌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣義竹鄉,65~69歲,2009,氣管、支氣管和肺癌,7,1746558,肝和肝內膽管癌,8,267142,結腸、直腸和肛門癌,10,232932,胃癌,1,30566,口腔癌,0,0,女性乳癌,6,611522,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,1,168239,前列腺(攝護腺)癌,0,0,白血病,1,0,子宮頸及部位未明示子宮癌,4,35709,鼻咽癌,1,3671,膀胱癌,6,112351,卵巢癌,1,289575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣義竹鄉,70~74歲,2009,氣管、支氣管和肺癌,2,649432,肝和肝內膽管癌,12,769088,結腸、直腸和肛門癌,18,829601,胃癌,2,40971,口腔癌,2,100455,女性乳癌,2,17646,食道癌,1,0,胰臟癌,0,0,非何杰金氏淋巴瘤,1,68311,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,8,80665,鼻咽癌,1,1291,膀胱癌,3,22543,卵巢癌,1,15431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣義竹鄉,75~79歲,2009,氣管、支氣管和肺癌,7,299612,肝和肝內膽管癌,4,131162,結腸、直腸和肛門癌,10,1197848,胃癌,2,4453,口腔癌,1,342983,女性乳癌,2,14759,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,2,269497,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,2,22598,鼻咽癌,0,0,膀胱癌,8,513081,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣義竹鄉,80~84歲,2009,氣管、支氣管和肺癌,3,72819,肝和肝內膽管癌,6,192483,結腸、直腸和肛門癌,7,76560,胃癌,2,18478,口腔癌,0,0,女性乳癌,0,24810,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,1,222,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,2,29413,鼻咽癌,0,0,膀胱癌,6,134109,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣義竹鄉,85歲以上,2009,氣管、支氣管和肺癌,2,19585,肝和肝內膽管癌,1,43848,結腸、直腸和肛門癌,2,373298,胃癌,0,0,口腔癌,0,0,女性乳癌,0,0,食道癌,1,10509,胰臟癌,0,0,非何杰金氏淋巴瘤,1,21116,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,2,129405,鼻咽癌,1,1991,膀胱癌,1,0,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣義竹鄉,,2009,氣管、支氣管和肺癌,,,肝和肝內膽管癌,,,結腸、直腸和肛門癌,,,胃癌,,,口腔癌,,,女性乳癌,,,食道癌,,,胰臟癌,,,非何杰金氏淋巴瘤,,,前列腺(攝護腺)癌,,,白血病,,,子宮頸及部位未明示子宮癌,,,鼻咽癌,,,膀胱癌,,,卵巢癌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣鹿草鄉,65~69歲,2009,氣管、支氣管和肺癌,3,418692,肝和肝內膽管癌,5,215990,結腸、直腸和肛門癌,4,105998,胃癌,2,17267,口腔癌,0,0,女性乳癌,0,52587,食道癌,0,0,胰臟癌,2,0,非何杰金氏淋巴瘤,1,11944,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,4,10371,鼻咽癌,0,0,膀胱癌,1,0,卵巢癌,1,1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣鹿草鄉,70~74歲,2009,氣管、支氣管和肺癌,2,740403,肝和肝內膽管癌,6,423882,結腸、直腸和肛門癌,9,942836,胃癌,1,3587,口腔癌,0,0,女性乳癌,8,243556,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,1,543317,前列腺(攝護腺)癌,0,0,白血病,1,200,子宮頸及部位未明示子宮癌,4,106034,鼻咽癌,0,0,膀胱癌,0,0,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣鹿草鄉,75~79歲,2009,氣管、支氣管和肺癌,4,812788,肝和肝內膽管癌,2,65314,結腸、直腸和肛門癌,4,26864,胃癌,0,0,口腔癌,0,0,女性乳癌,1,242690,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,0,16353,子宮頸及部位未明示子宮癌,4,409258,鼻咽癌,0,0,膀胱癌,2,462666,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣鹿草鄉,80~84歲,2009,氣管、支氣管和肺癌,3,786930,肝和肝內膽管癌,4,1293658,結腸、直腸和肛門癌,6,80703,胃癌,1,0,口腔癌,0,0,女性乳癌,0,0,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,0,0,鼻咽癌,0,0,膀胱癌,3,88071,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣鹿草鄉,85歲以上,2009,氣管、支氣管和肺癌,5,101929,肝和肝內膽管癌,0,0,結腸、直腸和肛門癌,3,132106,胃癌,2,8572,口腔癌,0,0,女性乳癌,1,8561,食道癌,0,0,胰臟癌,1,1772,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,2,19255,鼻咽癌,0,0,膀胱癌,0,0,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣鹿草鄉,,2009,氣管、支氣管和肺癌,,,肝和肝內膽管癌,,,結腸、直腸和肛門癌,,,胃癌,,,口腔癌,,,女性乳癌,,,食道癌,,,胰臟癌,,,非何杰金氏淋巴瘤,,,前列腺(攝護腺)癌,,,白血病,,,子宮頸及部位未明示子宮癌,,,鼻咽癌,,,膀胱癌,,,卵巢癌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣水上鄉,65~69歲,2009,氣管、支氣管和肺癌,6,316527,肝和肝內膽管癌,10,591508,結腸、直腸和肛門癌,12,819832,胃癌,2,649212,口腔癌,0,0,女性乳癌,11,327425,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,1,189357,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,7,21518,鼻咽癌,2,116327,膀胱癌,1,2201,卵巢癌,2,21056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣水上鄉,70~74歲,2009,氣管、支氣管和肺癌,6,892836,肝和肝內膽管癌,5,281444,結腸、直腸和肛門癌,11,1631887,胃癌,2,0,口腔癌,0,0,女性乳癌,6,779031,食道癌,1,18689,胰臟癌,0,0,非何杰金氏淋巴瘤,2,336419,前列腺(攝護腺)癌,0,0,白血病,1,220,子宮頸及部位未明示子宮癌,7,21855,鼻咽癌,2,12714,膀胱癌,3,22891,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣水上鄉,75~79歲,2009,氣管、支氣管和肺癌,1,270225,肝和肝內膽管癌,7,230995,結腸、直腸和肛門癌,23,1076784,胃癌,1,0,口腔癌,1,0,女性乳癌,6,329514,食道癌,0,0,胰臟癌,1,0,非何杰金氏淋巴瘤,0,1459,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,4,3730,鼻咽癌,0,0,膀胱癌,1,0,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣水上鄉,80~84歲,2009,氣管、支氣管和肺癌,4,854900,肝和肝內膽管癌,4,257802,結腸、直腸和肛門癌,15,766987,胃癌,0,0,口腔癌,0,0,女性乳癌,0,0,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,3,1316,鼻咽癌,0,0,膀胱癌,2,4259,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣水上鄉,85歲以上,2009,氣管、支氣管和肺癌,3,49185,肝和肝內膽管癌,2,20033,結腸、直腸和肛門癌,4,16215,胃癌,0,0,口腔癌,0,0,女性乳癌,0,0,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,1,15673,鼻咽癌,0,0,膀胱癌,0,0,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣水上鄉,,2009,氣管、支氣管和肺癌,,,肝和肝內膽管癌,,,結腸、直腸和肛門癌,,,胃癌,,,口腔癌,,,女性乳癌,,,食道癌,,,胰臟癌,,,非何杰金氏淋巴瘤,,,前列腺(攝護腺)癌,,,白血病,,,子宮頸及部位未明示子宮癌,,,鼻咽癌,,,膀胱癌,,,卵巢癌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣中埔鄉,65~69歲,2009,氣管、支氣管和肺癌,3,391679,肝和肝內膽管癌,11,613465,結腸、直腸和肛門癌,10,492744,胃癌,2,47869,口腔癌,4,399288,女性乳癌,11,333456,食道癌,0,0,胰臟癌,2,801631,非何杰金氏淋巴瘤,2,156218,前列腺(攝護腺)癌,0,0,白血病,1,14639,子宮頸及部位未明示子宮癌,2,5037,鼻咽癌,1,104457,膀胱癌,4,129749,卵巢癌,2,754830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣中埔鄉,70~74歲,2009,氣管、支氣管和肺癌,5,617314,肝和肝內膽管癌,11,989091,結腸、直腸和肛門癌,8,346160,胃癌,4,128839,口腔癌,1,179689,女性乳癌,10,493849,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,2,22895,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,5,44808,鼻咽癌,0,0,膀胱癌,0,0,卵巢癌,0,19786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣中埔鄉,75~79歲,2009,氣管、支氣管和肺癌,4,474219,肝和肝內膽管癌,5,228743,結腸、直腸和肛門癌,8,310885,胃癌,1,0,口腔癌,2,177705,女性乳癌,4,228589,食道癌,0,0,胰臟癌,2,420882,非何杰金氏淋巴瘤,4,613815,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,5,965013,鼻咽癌,2,212977,膀胱癌,2,31405,卵巢癌,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣中埔鄉,80~84歲,2009,氣管、支氣管和肺癌,2,142362,肝和肝內膽管癌,5,79529,結腸、直腸和肛門癌,8,460419,胃癌,2,22881,口腔癌,0,0,女性乳癌,1,79370,食道癌,0,0,胰臟癌,2,314758,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,0,125653,鼻咽癌,0,0,膀胱癌,3,52008,卵巢癌,2,86802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣中埔鄉,85歲以上,2009,氣管、支氣管和肺癌,2,8766,肝和肝內膽管癌,2,291498,結腸、直腸和肛門癌,2,33862,胃癌,1,204305,口腔癌,0,0,女性乳癌,0,16438,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,1,2180,前列腺(攝護腺)癌,0,0,白血病,1,0,子宮頸及部位未明示子宮癌,0,0,鼻咽癌,0,0,膀胱癌,2,4359,卵巢癌,1,16981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣中埔鄉,,2009,氣管、支氣管和肺癌,,,肝和肝內膽管癌,,,結腸、直腸和肛門癌,,,胃癌,,,口腔癌,,,女性乳癌,,,食道癌,,,胰臟癌,,,非何杰金氏淋巴瘤,,,前列腺(攝護腺)癌,,,白血病,,,子宮頸及部位未明示子宮癌,,,鼻咽癌,,,膀胱癌,,,卵巢癌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣竹崎鄉,65~69歲,2009,氣管、支氣管和肺癌,2,200108,肝和肝內膽管癌,22,1315640,結腸、直腸和肛門癌,10,206360,胃癌,0,0,口腔癌,1,444021,女性乳癌,9,361862,食道癌,1,222,胰臟癌,2,30130,非何杰金氏淋巴瘤,2,11956,前列腺(攝護腺)癌,0,0,白血病,1,1298,子宮頸及部位未明示子宮癌,5,584094,鼻咽癌,0,26399,膀胱癌,2,102111,卵巢癌,1,62188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣竹崎鄉,70~74歲,2009,氣管、支氣管和肺癌,1,289790,肝和肝內膽管癌,9,461072,結腸、直腸和肛門癌,13,413841,胃癌,1,0,口腔癌,1,248230,女性乳癌,8,339069,食道癌,0,0,胰臟癌,1,64261,非何杰金氏淋巴瘤,4,551059,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,2,41088,鼻咽癌,1,0,膀胱癌,0,0,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣竹崎鄉,75~79歲,2009,氣管、支氣管和肺癌,5,480696,肝和肝內膽管癌,10,393977,結腸、直腸和肛門癌,11,490242,胃癌,2,9706,口腔癌,1,267518,女性乳癌,4,234261,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,2,514965,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,5,71468,鼻咽癌,1,12989,膀胱癌,0,0,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣竹崎鄉,80~84歲,2009,氣管、支氣管和肺癌,1,5995,肝和肝內膽管癌,4,470834,結腸、直腸和肛門癌,3,507916,胃癌,1,0,口腔癌,2,15481,女性乳癌,4,31706,食道癌,0,0,胰臟癌,1,8678,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,4,166404,鼻咽癌,1,2852,膀胱癌,2,20132,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
